"Les Rezéens et le bruit du trafic aérien"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Détails de la soumission"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Séquentiel"|"SID"|"Heure de soumission"|"Heure de complétion"|"Heure de modification"|"Brouillon"|"Adresse IP"|"UID"|"Nom d'utilisateur"|"1/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"2/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, durant la nuit ou lorsque vous souhaitez dormir, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"3/ Êtes-vous... "|"4/ Quelle est votre tranche d'âge ?"|"5/ En ce qui concerne le bruit en général, estimez-vous que par rapport aux personnes de votre entourage, vous êtes..."|"6/ Dans quel quartier habitez-vous ?"|"7/ Êtes-vous situés ""oui"" ou ""non"" dans la zone III du Plan de Gêne Sonore ? "|" Souhaitez-vous nous faire part de vos commentaires sur cette enquête ou plus généralement sur le bruit des avions ?"
"504"|"22313442"|"11/06/2024 - 17:22"|"11/06/2024 - 17:22"|"11/06/2024 - 17:22"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"beaucoup plus sensible"|"Château"|"Non"|"J'ai l'impression que le trafic commence de plus en plus tôt et terminé de plus en plus tard.
Respect des règles ? "
"505"|"22313574"|"11/06/2024 - 17:26"|"11/06/2024 - 17:26"|"11/06/2024 - 17:26"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"Nous avons le ressenti que les avions passent beaucoup plus prêt de notre logement (limite zone 1/ zone 2) qu'ils ne le faisaient auparavant."
"506"|"22313700"|"11/06/2024 - 17:31"|"11/06/2024 - 17:31"|"11/06/2024 - 17:31"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"25-39"|"un peu plus sensible"|"La Blordière"|"Non"|""
"507"|"22313973"|"11/06/2024 - 17:44"|"11/06/2024 - 17:44"|"11/06/2024 - 17:44"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"un homme"|"18-24"|"beaucoup moins sensible"|"Pont-Rousseau"|"Non"|""
"508"|"22314246"|"11/06/2024 - 17:56"|"11/06/2024 - 17:56"|"11/06/2024 - 17:56"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"un homme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|"Cela fait bientôt 6 ans que nous sommes arrivés en loire atlantique (reze) et au fur à mesure du temps qui passe il’ y’a de plus en plus de survols de notre zone alors qu’ils ont pas le droit de survoler les villes et à une si basse altitude."
"509"|"22314256"|"11/06/2024 - 17:56"|"11/06/2024 - 17:56"|"11/06/2024 - 17:56"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"un homme"|"40-54"|"un peu moins sensible"|"Autre"|"Non"|"les pires étant ceux du dimanche midi, pendant un bon repas dans le jardin "
"510"|"22314285"|"11/06/2024 - 17:57"|"11/06/2024 - 17:57"|"11/06/2024 - 17:57"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"plus de 80 ans"|"aussi sensible"|"La Houssais"|"Non"|""
"511"|"22314919"|"11/06/2024 - 18:29"|"11/06/2024 - 18:29"|"11/06/2024 - 18:29"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Pas du tout"|"une femme"|"55-64"|"aussi sensible"|"Château"|"Non"|"La nuance est que les avions volent devant et derrière l’immeuble mais pas au dessus !"
"512"|"22315057"|"11/06/2024 - 18:36"|"11/06/2024 - 18:36"|"11/06/2024 - 18:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"25-39"|"aussi sensible"|"La Blordière"|"Non"|""
"513"|"22315200"|"11/06/2024 - 18:44"|"11/06/2024 - 18:44"|"11/06/2024 - 18:44"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"un homme"|"40-54"|"un peu moins sensible"|"Ragon"|"Non"|""
"514"|"22315534"|"11/06/2024 - 19:05"|"11/06/2024 - 19:05"|"11/06/2024 - 19:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"40-54"|"un peu moins sensible"|"Ragon"|"Non"|"Très dérangeant à l’extérieur mais ok en intérieur grâce à l’isolation de la maison, même si l’avion de 6h du mat’ réveille mon mari quasi quotidiennement !"
"515"|"22315803"|"11/06/2024 - 19:23"|"11/06/2024 - 19:23"|"11/06/2024 - 19:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"un peu plus sensible"|"La Houssais"|"Oui"|""
"516"|"22315823"|"11/06/2024 - 19:24"|"11/06/2024 - 19:24"|"11/06/2024 - 19:24"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|""
"517"|"22315985"|"11/06/2024 - 19:35"|"11/06/2024 - 19:35"|"11/06/2024 - 19:35"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"beaucoup plus sensible"|"Rezé-Hôtel de ville"|"Oui"|""
"518"|"22316104"|"11/06/2024 - 19:44"|"11/06/2024 - 19:44"|"11/06/2024 - 19:44"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"55-64"|"un peu moins sensible"|"La Houssais"|"Oui"|"Autant en journée, on peut faire avec, autant à 6 heures, le défilé des avions est insupportable ; et que dire quand en phase d'endormissement on est réveillée par un avion après 23 heures et qu'il est ensuite impossible de se rendormir.
Dès ma retraite, je pars d'ici vers des contrées sans avion à proximité."
"519"|"22316647"|"11/06/2024 - 20:22"|"11/06/2024 - 20:22"|"11/06/2024 - 20:22"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Ragon"|"Oui"|"Des décollages d'avions en série (5 à 7 à la suite) à partir de 6h10 qui passe au dessus de notre maison, ce qui perturbe le sommeil de nos enfants.
Idem le soir vers 22h 22h30.
Les jours fériés et les week-ends, les vacances beaucoup de décollages également.
En journée, des décollages moins gênants."
"520"|"22316768"|"11/06/2024 - 20:32"|"11/06/2024 - 20:32"|"11/06/2024 - 20:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"55-64"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|"pour la nuit, tout dépend de l'heure... après 00h00 il n'y en a plus, mais à partir de 6h00, voire mm parfois avant, il y en a.
dans la journée, en hiver, pas trop de pb, tout est fermé. En été, ce n'est pas la mm chose, évidemment, tout est ouvert !"
"521"|"22316771"|"11/06/2024 - 20:32"|"11/06/2024 - 20:32"|"11/06/2024 - 20:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"25-39"|"aussi sensible"|"Château"|"Non"|"Rue du chateau de rezé,  décollages très bruyant. Surtout gênant le matin de 6h à 7h15!!!! L'heure où l'on veut dormir surtout lorsque l'on a des enfants en bas âge et que les nuits sont déjà compliquées ! Le plan de gêne sonore doit être revu !!!"
"522"|"22316886"|"11/06/2024 - 20:40"|"11/06/2024 - 20:40"|"11/06/2024 - 20:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"une femme"|"40-54"|"aussi sensible"|"La Blordière"|"Non"|"Bien qu'il ne soit plus question de déplacer l'aéroport, si l'idée revenait sur le tapis je trouverai ça vraiment dommage.

1/ pour désengorger l'aéroport de Nantes peut-être faudrait-il plutôt envisager de développer celui de Rennes qui se trouve en pleine campagne car de nombreux bretons (cote d'Armor, ille et Vilaine...) viennent prendre l'avion à Nantes 

2/ ne pas oublier que la presence de l'aéroport permet à la ville de Bouguenais et certainement l'agglomération d'être beaucoup moins taxé. L'aéroport génère une manne financière importante.

3/ cela crée de l'emploi (airbus, fret, cci, compagnies aériennes...)

4/ l'aéroport était là bien avant la plupart des habitants.
J'ai 50 ans et le projet date de 1974.
Ce discours de nuisance sonore équivaut à se plaindre du bruit ou des odeurs de la campagne quand on déménage en milieu rural.
Par ailleurs la plupart des gens gênés ont du fait de la présence de l'aéroport acheté leur bien moins cher.

5/ Et si l'on souhaite que les gens prennent le train au lieu de l'avion peut-être faudrait il que la SNCF cesse d'augmenter ses tarifs et cesse de durcir ses conditions de modification ou d'annulation. 24 ans que je prends le train  toutes les semaines pratiquement pour monter sur Paris et ça coûte un bras.


Sinon le couvre feu ne fait que déplacer les horaires de départ et d'arrivée. Le matin c'est un festival contrairement à avant.
Bouguenais finançait en grande partie un temps le triple vitrage fut un temps. Peut-être que si ça ne se fait pas sur Reze ça serait bien d'y penser. La nuit normalement les fenêtres sont fermées et les arrivées ou départs matinaux ou tardifs ne devraient donc pas perturber les habitants gênés.

Bien à vous.
Une pure Rezeenne qui y vit depuis toujours."
"523"|"22316979"|"11/06/2024 - 20:46"|"11/06/2024 - 20:46"|"11/06/2024 - 20:46"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"un peu plus sensible"|"Château"|"Non"|"Je suis réveillée tous les matins par les 1ers avions qui décollent, soit vers 6h15. Le trafic s'est francjement accentué, c'est l'enchaînement de 6h15 à 8h30 ! C'est essentiellement le matin que je suis dérangée, mon temps de sommeil étant écourté, sinon dans la journée je supporte les avions.
Clairement, ce sera la raison de mon départ de Rezé, alors que j'y suis bien indépendamment de cette nuisance sonore. "
"524"|"22317110"|"11/06/2024 - 20:53"|"11/06/2024 - 20:53"|"11/06/2024 - 20:53"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|""
"525"|"22317169"|"11/06/2024 - 20:56"|"11/06/2024 - 20:56"|"11/06/2024 - 20:56"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"25-39"|"un peu moins sensible"|"Pont-Rousseau"|"Oui"|"C’est inadmissible d’entendre tous le jours des avions dans les horaires du couvre feu, jusqu’à tard le soir, et très / trop tôt le matin."
"526"|"22317186"|"11/06/2024 - 20:57"|"11/06/2024 - 20:57"|"11/06/2024 - 20:57"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"un peu plus sensible"|"La Blordière"|"Non"|"Je suis pour un couvre-feu total entre 22h et 7h du matin, je trouve honteux que 60 personnes dans un avion (quand bien même ils auraient de bonnes raisons de le prendre) réveillent 60 000 personnes !"
"527"|"22317219"|"11/06/2024 - 20:59"|"11/06/2024 - 20:59"|"11/06/2024 - 20:59"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"La trajectoire des avions est changeante selon la météo. Je suis plus impactée que ce qu'indique le plan. "
"528"|"22317315"|"11/06/2024 - 21:04"|"11/06/2024 - 21:04"|"11/06/2024 - 21:04"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"25-39"|"un peu moins sensible"|"Ragon"|"Non"|""
"529"|"22317386"|"11/06/2024 - 21:08"|"11/06/2024 - 21:08"|"11/06/2024 - 21:08"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|"Auparavant nous n'avions pas ce bruit, les changements opérés ont eu des conséquencestres très tôt et le matin et dans la journée. Les avions volent plus bas et le bruit se est amplifié. En cette période estivale, cela va devenir moins agréable. Quand je suis arrivée à Rezé, les bruits étaient plus faibles et j'ai acheté. Aujourd'hui les bruits se sont vraiment amplifiés."
"530"|"22317445"|"11/06/2024 - 21:11"|"11/06/2024 - 21:11"|"11/06/2024 - 21:11"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"Réveil à 6h, dernier avion à minuit ,7jours sur 7. Qu avons nous fait pour ne pas mériter une nuit de 8 h après notre journée de travail ? Les conséquences du bruit sur la santé sont graves et bien connues, sans parler de la pollution atmosphérique. Tout ça pour du sur tourisme.
Nous ne sommes pas dans les zones exposées donc les avions ne respectent pas les couloirs aériens "
"531"|"22317455"|"11/06/2024 - 21:12"|"11/06/2024 - 21:12"|"11/06/2024 - 21:12"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"55-64"|"aussi sensible"|"Pont-Rousseau"|"Oui"|""
"532"|"22317666"|"11/06/2024 - 21:25"|"11/06/2024 - 21:25"|"11/06/2024 - 21:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"Depuis un an voire plus, il semble que la trajectoire des avions a été modifiée. Ils passent plus au dessus de chez moi.
Par ailleurs, entre 6 et 7 heures le matin, le trafic est important avec des avions très bruyants sachant que mon logement est pourtant bien équipé avec double vitrage et volets, ce qui ne m’empêche pas de les entendre."
"533"|"22317691"|"11/06/2024 - 21:26"|"11/06/2024 - 21:26"|"11/06/2024 - 21:26"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Ragon"|""|""
"534"|"22317692"|"11/06/2024 - 21:26"|"11/06/2024 - 21:26"|"11/06/2024 - 21:26"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|""
"535"|"22317715"|"11/06/2024 - 21:28"|"11/06/2024 - 21:28"|"11/06/2024 - 21:28"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"beaucoup plus sensible"|"La Houssais"|"Non"|"Oui, les avions passent de plus en plus au-dessus de chez nous alors que nous censé ne pas les entendres. Nous vivons quartier La Houssais à la limite de la zone 3. 
"
"536"|"22317795"|"11/06/2024 - 21:34"|"11/06/2024 - 21:34"|"11/06/2024 - 21:34"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"Je suis à la limite de la zone 3 et entend fortement les avions parfois 
Beaucoup passent au-dessus de notre maison alors qu’ils ne devraient pas. "
"537"|"22317834"|"11/06/2024 - 21:36"|"11/06/2024 - 21:36"|"11/06/2024 - 21:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"Ma maison n'est pas située dans le plan de vol. Pourtant quotidiennement des avions passent juste au-dessus de mon logement au décollage "
"538"|"22317868"|"11/06/2024 - 21:39"|"11/06/2024 - 21:39"|"11/06/2024 - 21:39"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"Là avions ne sont pas censés passer au dessus de ma maison, mais selon les vents, ils passent parfois vraiment au dessus et ils sont assez bas. L’été quand on est dehors on ne s’entend plus parler pendant quelques minutes. La nuit, impossible de garder la fenêtre ouverte c’est trop bruyant sinon"
"539"|"22317976"|"11/06/2024 - 21:45"|"11/06/2024 - 21:45"|"11/06/2024 - 21:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|"Depuis quelques temps la Houssais- Balinière est sur certain décollages beaucoup plus survolé qu'avant.
Lorsque nous sommes en extérieur, nous sommes contraints d'arrêter de parler, pour reprendre nos discussions ensuite. Cette forte gêne est malgré tout moindre qu'au niveau Trocardière ou du moulin à Huile, mais malgré tout insupportable lorsque nous vivons dehors, ou lorsqu'il fait chaud le matin vers 6h et que nous dormons fenêtres ouvertes !..."
"540"|"22318131"|"11/06/2024 - 21:53"|"11/06/2024 - 21:53"|"11/06/2024 - 21:53"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|""|"une femme"|"40-54"|"beaucoup plus sensible"|"Rezé-Hôtel de ville"|"Oui"|""
"541"|"22318406"|"11/06/2024 - 22:11"|"11/06/2024 - 22:11"|"11/06/2024 - 22:11"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|""
"542"|"22318694"|"11/06/2024 - 22:33"|"11/06/2024 - 22:33"|"11/06/2024 - 22:33"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"55-64"|"aussi sensible"|"Ragon"|"Oui"|""
"543"|"22318734"|"11/06/2024 - 22:36"|"11/06/2024 - 22:36"|"11/06/2024 - 22:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"25-39"|"aussi sensible"|"Château"|"Non"|"Le problème pour nous est surtout le non respect des couloirs aériens. Il arrive trop fréquemment que les avions tournent après la trocardiere et se retrouvent au dessus des habitations avec les moteurs a fond."
"544"|"22318767"|"11/06/2024 - 22:38"|"11/06/2024 - 22:38"|"11/06/2024 - 22:38"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Oui"|""
"545"|"22318976"|"11/06/2024 - 22:56"|"11/06/2024 - 22:56"|"11/06/2024 - 22:56"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"55-64"|"un peu plus sensible"|"La Houssais"|"Oui"|"Les avions entre 6 et 7h le matin c’est terrible. Impossible de dormir jusqu’à 8h le matin les week-ends "
"546"|"22319030"|"11/06/2024 - 23:02"|"11/06/2024 - 23:02"|"11/06/2024 - 23:02"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Oui"|"Impossible de dormir fenêtre ouverte sinon réveillée dès 6h par le bruit des avions"
"547"|"22319199"|"11/06/2024 - 23:22"|"11/06/2024 - 23:22"|"11/06/2024 - 23:22"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"un homme"|"40-54"|"aussi sensible"|"Château"|"Non"|""
"548"|"22319832"|"12/06/2024 - 05:27"|"12/06/2024 - 05:27"|"12/06/2024 - 05:27"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Autre"|"Non"|"Nous habitons rue de la Chesnaie à Rezé.a coté du Super U.zone non classé pour le bruit.
Anormal selon nous.
Les avions passe bien quasiment au dessus de notre maison et très bas au décolage en dégazant bien au passage.
De même,avions qui parfois décole en pleine nuit en nous réveillant.
Le sommeil s'en fait ressentir car le couvre feu est passé de minuit à 6 heures sans vraiment le respecter.
Peu de sommeil la nuit nuit car sistématiquement réveiller.
1er avion à 6heures 08 du matin..
On en prend plein les poumons et plein les oreilles!!"
"549"|"22320064"|"12/06/2024 - 07:07"|"12/06/2024 - 07:07"|"12/06/2024 - 07:07"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Château"|"Non"|"Nous subissons les décollages, c’est Infernal des 6h et jusqu’à 23h (et parfois plus).
Bruit croissant depuis le Covid ciblé sur les horaires du matin et de l’après midi, surtout à partir du printemps. Nous avons l’impression que les trajectoires ont changé avec davantage de bruit.
C’est un scandale de ne pas être dans la zone de bruit.
Nous sommes rue du château de Reze."
"550"|"22320214"|"12/06/2024 - 07:31"|"12/06/2024 - 07:31"|"12/06/2024 - 07:31"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"25-39"|"un peu plus sensible"|"Rezé-Hôtel de ville"|"Non"|"Je suis à seulement 3 mètres de la zone. Mes voisins on le droit à des aides, moi non. 7 rue des Roquios. 
Les avions ne passent plus systématiquement au dessus de nous comme avant. Du coup on les remarque encore + lorsqu'ils reviennent. 
Cordialement "
"551"|"22320379"|"12/06/2024 - 07:52"|"12/06/2024 - 07:52"|"12/06/2024 - 07:52"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"65-79"|"aussi sensible"|"La Blordière"|"Non"|""
"552"|"22320382"|"12/06/2024 - 07:52"|"12/06/2024 - 07:52"|"12/06/2024 - 07:52"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|""|"65-79"|"aussi sensible"|"La Houssais"|"Non"|""
"553"|"22320619"|"12/06/2024 - 08:14"|"12/06/2024 - 08:14"|"12/06/2024 - 08:14"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|"Aucune gêne en journée, mais impossible de dormir à partir de 6h et le bruit incessant des avions en début de matinée "
"554"|"22320837"|"12/06/2024 - 08:29"|"12/06/2024 - 08:29"|"12/06/2024 - 08:29"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"Les avions passent au dessus de chez moi régulièrement et ma maison n’est pas en zone 3?"
"555"|"22320873"|"12/06/2024 - 08:31"|"12/06/2024 - 08:31"|"12/06/2024 - 08:31"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"L'impression qu'il y a de plus en plus d'avions qui passe en dessus de nos têtes, surtout entre 6h et 10h. Et nous les entendons de plus en plus (changement de couloir ?)"
"556"|"22321333"|"12/06/2024 - 08:52"|"12/06/2024 - 08:52"|"12/06/2024 - 08:52"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"une femme"|"40-54"|"un peu moins sensible"|"La Houssais"|"Oui"|"Difficile de profiter de son jardin l’été avec ces avions. J’y suis encore plus sensible depuis 2020 ou l’on a pu apprécier un printemps et un été sans avion ou presque"
"557"|"22321622"|"12/06/2024 - 09:05"|"12/06/2024 - 09:05"|"12/06/2024 - 09:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"55-64"|"aussi sensible"|"Ragon"|"Non"|"Le fait d'être juste en dehors de la zone III ne veut pas dire que les nuisances s'arrêtent au dessus de nos têtes 😠 Les avions décollent en étant de +en + bas depuis environ 2 ans."
"558"|"22321835"|"12/06/2024 - 09:14"|"12/06/2024 - 09:14"|"12/06/2024 - 09:14"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"65-79"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|""
"559"|"22322059"|"12/06/2024 - 09:23"|"12/06/2024 - 09:23"|"12/06/2024 - 09:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Oui"|"Gêne essentiellement le matin entre 6h et 7h,réveillée systématiquement par les avions. "
"560"|"22322356"|"12/06/2024 - 09:34"|"12/06/2024 - 09:34"|"12/06/2024 - 09:34"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"beaucoup moins sensible"|"La Houssais"|"Oui"|"Je réponds au questionnaire, bien que notre referendum n’est pas été respectée…"
"561"|"22322602"|"12/06/2024 - 09:42"|"12/06/2024 - 09:42"|"12/06/2024 - 09:42"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"Autre"|"Oui"|"Question 1: me gène extrêmement lorsque je suis dans mon jardin ou fenêtres ouvertes. En intérieur, le bruit me derange légèrement en journée 
Question 2 : me gène extrêmement lorsque je dors fenêtres ouvertes. Fenêtres fermées il me gène beaucoup pour m endormir.
Question 6 : quartier de la Classerie
Les horaires des passages d avion matin (6h) et nuits (00h00) sont indécents pour les habitants soumis à ces nuisances sonores 
Merci pour votre enquête "
"562"|"22323193"|"12/06/2024 - 10:02"|"12/06/2024 - 10:02"|"12/06/2024 - 10:02"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"Château"|"Oui"|""
